YoB,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
4,0.40700000000000003,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
10,0.396,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
7,0.376,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
8,0.326,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
11,0.303,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
8,0.29,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
4,0.263,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
10,0.26,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
3,0.212,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
2,0.162,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
9,0.154,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
7,0.139,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
8,0.091,64,28,11,33.5,28.1,30.8,58.1,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,111.0
11,0.061,47,30,13,43.7,39.2,41.5,53.4,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152.0
7,0.03,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
5,0.027999999999999997,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
7,0.025,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
6,0.025,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
1,0.023,27,16,16,25.8,20.1,23.0,55.4,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72.0
5,0.02,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
1,0.02,69,12,12,8.1,10.3,9.2,57.0,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77.0
6,0.01,82,25,10,16.5,16.4,16.5,61.4,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25.0
7,0.01,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
3,0.01,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
2,0.008,38,10,12,15.3,16.9,16.1,53.4,1627,6046,765,1716,126,658,45,279,0.284,0.315,0.411,0.725,97.0
2,0.008,50,26,17,25.5,22.8,24.2,53.4,1887,6387,945,1703,318,1147,14,841,0.267,0.354,0.475,0.829,124.0
5,0.005,41,27,15,34.6,25.5,30.0,56.7,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112.0
6,0.003,56,25,11,27.9,24.8,26.3,56.7,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120.0
11,0.618,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
5,0.574,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
11,0.413,175,47,15,70.6,48.4,59.5,53.4,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158.0
8,0.382,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
12,0.33399999999999996,57,17,13,31.9,25.8,28.8,55.4,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81.0
9,0.332,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
9,0.3,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
11,0.292,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
4,0.266,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
5,0.253,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
3,0.192,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
10,0.192,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
8,0.139,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
9,0.113,64,28,11,33.5,28.1,30.8,58.1,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,111.0
6,0.066,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
8,0.061,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
7,0.037000000000000005,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
6,0.021,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
7,0.018000000000000002,82,25,10,16.5,16.4,16.5,61.4,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25.0
1,0.018000000000000002,103,24,14,36.8,29.6,33.2,55.4,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89.0
2,0.013000000000000001,27,16,16,25.8,20.1,23.0,55.4,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72.0
8,0.008,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
2,0.005,69,12,12,8.1,10.3,9.2,57.0,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77.0
8,0.005,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
4,0.005,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
1,0.003,46,34,18,33.4,23.4,28.4,44.2,1691,4471,485,1318,126,673,13,477,0.295,0.362,0.446,0.807,116.0
1,0.882,301,65,18,110.2,64.7,87.5,58.1,2401,8102,1676,2415,536,1509,153,1733,0.298,0.421,0.557,0.977,172.0
12,0.589,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
6,0.542,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
9,0.397,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
10,0.386,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
1,0.32299999999999995,162,54,17,96.0,53.8,74.9,55.8,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143.0
12,0.304,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
5,0.304,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
6,0.301,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
10,0.258,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
4,0.21600000000000003,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
1,0.214,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0
11,0.16699999999999998,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
7,0.153,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
9,0.14800000000000002,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
8,0.077,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
9,0.07400000000000001,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
1,0.052000000000000005,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0
7,0.025,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
9,0.016,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
3,0.013999999999999999,69,12,12,8.1,10.3,9.2,57.0,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77.0
3,0.011000000000000001,27,16,16,25.8,20.1,23.0,55.4,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72.0
2,0.011000000000000001,103,24,14,36.8,29.6,33.2,55.4,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89.0
8,0.008,82,25,10,16.5,16.4,16.5,61.4,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25.0
9,0.008,54,21,10,40.7,32.2,36.5,57.0,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111.0
1,0.008,11,9,12,19.6,17.6,18.6,58.1,1583,5980,735,1596,91,502,47,442,0.267,0.316,0.379,0.696,89.0
1,0.005,82,30,14,44.5,35.4,40.0,56.7,1841,6503,971,1730,374,1159,19,951,0.266,0.359,0.489,0.848,132.0
2,0.005,46,34,18,33.4,23.4,28.4,44.2,1691,4471,485,1318,126,673,13,477,0.295,0.362,0.446,0.807,116.0
5,0.005,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
13,0.754,137,35,10,48.0,42.7,45.3,53.4,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149.0
7,0.519,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
10,0.489,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
11,0.425,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
2,0.409,162,54,17,96.0,53.8,74.9,55.8,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143.0
12,0.35600000000000004,42,22,22,36.8,26.3,31.6,53.4,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118.0
6,0.35600000000000004,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
13,0.32299999999999995,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
11,0.315,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
7,0.26,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
5,0.21,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
8,0.21,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
2,0.193,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0
10,0.133,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
9,0.102,82,25,10,16.5,16.4,16.5,61.4,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25.0
9,0.091,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
2,0.064,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0
10,0.061,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
8,0.036000000000000004,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
10,0.027999999999999997,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
1,0.025,87,36,15,62.8,46.2,54.5,55.8,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116.0
1,0.019,63,23,13,38.6,32.0,35.3,53.4,1673,5972,843,1706,202,870,103,596,0.286,0.351,0.455,0.806,117.0
6,0.013999999999999999,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
3,0.011000000000000001,103,24,14,36.8,29.6,33.2,55.4,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89.0
2,0.003,82,30,14,44.5,35.4,40.0,56.7,1841,6503,971,1730,374,1159,19,951,0.266,0.359,0.489,0.848,132.0
2,0.003,11,9,12,19.6,17.6,18.6,58.1,1583,5980,735,1596,91,502,47,442,0.267,0.316,0.379,0.696,89.0
8,0.601,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
11,0.508,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
3,0.48700000000000004,162,54,17,96.0,53.8,74.9,55.8,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143.0
12,0.479,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
6,0.44799999999999995,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
7,0.41,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
14,0.384,87,23,13,42.1,34.7,38.4,55.4,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93.0
12,0.332,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
8,0.332,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
3,0.22399999999999998,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0
9,0.21899999999999997,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
11,0.16,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
9,0.14400000000000002,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
3,0.142,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0
11,0.134,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
10,0.129,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
1,0.039,82,26,16,28.0,24.3,26.1,44.2,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96.0
2,0.039,87,36,15,62.8,46.2,54.5,55.8,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116.0
11,0.023,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
4,0.018000000000000002,103,24,14,36.8,29.6,33.2,55.4,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89.0
2,0.018000000000000002,63,23,13,38.6,32.0,35.3,53.4,1673,5972,843,1706,202,870,103,596,0.286,0.351,0.455,0.806,117.0
7,0.013000000000000001,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
1,0.838,170,46,19,67.7,52.1,59.9,55.4,2528,9421,1305,2583,512,1636,50,763,0.274,0.33,0.5,0.83,122.0
4,0.624,162,54,17,96.0,53.8,74.9,55.8,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143.0
9,0.585,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
12,0.58,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
8,0.5539999999999999,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
13,0.426,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
7,0.397,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
13,0.368,90,29,15,37.7,28.2,33.0,55.8,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112.0
10,0.363,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
9,0.27399999999999997,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
4,0.214,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0
12,0.172,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
1,0.149,100,27,15,25.9,22.1,24.0,55.4,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108.0
11,0.14400000000000002,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
12,0.136,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
10,0.11699999999999999,74,32,18,27.2,22.8,25.0,44.2,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116.0
4,0.11199999999999999,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0
1,0.042,59,16,15,41.9,32.7,37.3,58.1,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100.0
3,0.037000000000000005,87,36,15,62.8,46.2,54.5,55.8,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116.0
12,0.026000000000000002,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
2,0.021,82,26,16,28.0,24.3,26.1,44.2,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96.0
3,0.01,63,23,13,38.6,32.0,35.3,53.4,1673,5972,843,1706,202,870,103,596,0.286,0.351,0.455,0.806,117.0
8,0.01,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
5,0.01,103,24,14,36.8,29.6,33.2,55.4,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89.0
5,0.794,162,54,17,96.0,53.8,74.9,55.8,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143.0
13,0.6890000000000001,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
9,0.67,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
10,0.596,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
14,0.446,100,39,16,68.4,42.0,55.2,55.4,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99.0
11,0.41700000000000004,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
8,0.39299999999999996,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
10,0.34299999999999997,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
1,0.303,104,29,14,39.6,29.5,34.5,55.4,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88.0
5,0.21899999999999997,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0
13,0.174,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
13,0.158,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
2,0.153,100,27,15,25.9,22.1,24.0,55.4,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108.0
12,0.135,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
5,0.10800000000000001,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0
1,0.061,71,16,17,36.6,26.1,31.3,57.0,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84.0
4,0.047,87,36,15,62.8,46.2,54.5,55.8,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116.0
2,0.021,59,16,15,41.9,32.7,37.3,58.1,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100.0
3,0.016,82,26,16,28.0,24.3,26.1,44.2,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96.0
13,0.013000000000000001,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
9,0.011000000000000001,35,26,17,27.1,21.7,24.4,56.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122.0
6,0.008,103,24,14,36.8,29.6,33.2,55.4,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89.0
1,0.003,93,26,10,19.3,22.2,20.8,61.4,285,616,32,82,1,31,1,25,0.133,0.166,0.153,0.318,-8.0
1,0.003,11,11,16,27.7,23.6,25.7,55.8,1725,5780,645,1396,162,654,41,470,0.242,0.299,0.372,0.67,86.0
1,0.9470000000000001,376,76,23,156.1,73.5,114.8,58.1,3005,10924,2068,3293,660,1909,339,1468,0.301,0.384,0.557,0.94,155.0
10,0.713,152,47,18,65.9,49.5,57.7,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140.0
14,0.688,90,41,19,57.6,37.3,47.5,56.7,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124.0
11,0.56,83,32,18,43.8,33.6,38.7,53.4,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120.0
9,0.40299999999999997,163,32,19,49.5,37.1,43.3,57.0,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,94.0
2,0.384,104,29,14,39.6,29.5,34.5,55.4,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88.0
11,0.368,110,30,19,44.8,32.6,38.7,57.0,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94.0
12,0.301,112,41,15,64.3,44.5,54.4,58.1,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111.0
6,0.294,89,22,12,38.3,32.4,35.3,56.7,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127.0
1,0.278,150,36,18,55.8,32.6,44.2,55.4,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82.0
14,0.204,72,33,20,35.4,25.5,30.5,53.4,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116.0
14,0.185,51,26,14,43.9,33.7,38.8,55.4,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98.0
3,0.146,100,27,15,25.9,22.1,24.0,55.4,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108.0
13,0.134,77,24,15,31.4,28.5,30.0,53.4,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123.0
2,0.083,71,16,17,36.6,26.1,31.3,57.0,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84.0
6,0.069,83,22,15,27.0,26.4,26.7,44.2,1625,5443,635,1491,168,775,10,376,0.274,0.321,0.427,0.748,107.0
5,0.046,87,36,15,62.8,46.2,54.5,55.8,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116.0
3,0.032,59,16,15,41.9,32.7,37.3,58.1,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100.0
14,0.025,31,21,15,33.7,27.4,30.6,58.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110.0
4,0.021,82,26,16,28.0,24.3,26.1,44.2,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96.0
1,0.013999999999999999,61,26,16,37.6,29.1,33.3,53.4,1895,6488,864,1774,382,1119,8,782,0.273,0.352,0.499,0.851,142.0
2,0.006999999999999999,11,11,16,27.7,23.6,25.7,55.8,1725,5780,645,1396,162,654,41,470,0.242,0.299,0.372,0.67,86.0
