Steroids,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
0,Frank Robinson,1,370,0.892,223,66,21,107.3,52.9,80.1,2808,10006,1829,2943,586,1812,204,1420,0.294,0.389,0.537,0.926,154
0,Harmon Killebrew HOF,2,246,0.593,178,46,22,60.4,38.1,49.3,2435,8147,1283,2086,573,1584,19,1559,0.256,0.376,0.509,0.884,143
0,Gil Hodges,14,205,0.494,83,32,18,44.8,34.2,39.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120
0,Luis Aparicio HOF,4,174,0.419,150,36,18,55.8,32.7,44.3,2599,10230,1335,2677,83,791,506,736,0.262,0.311,0.343,0.653,82
0,Red Schoendienst HOF,14,135,0.325,110,30,19,42.3,31.7,37,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94
0,Nellie Fox H,12,127,0.306,163,32,19,49,36.8,42.9,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93
0,X-Richie Ashburn HOF,15,126,0.304,112,41,15,63.9,44.5,54.2,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111
0,Billy Williams HOF,1,97,0.234,122,48,18,63.7,41.4,52.6,2488,9350,1410,2711,426,1475,90,1045,0.29,0.361,0.492,0.853,133
0,Maury Wills,5,91,0.219,104,30,14,39.7,29.6,34.7,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88
0,Roger Maris,9,69,0.166,89,22,12,38.2,32.3,35.2,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127
0,Tony Oliva,1,63,0.152,114,29,15,43.1,38.6,40.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131
0,Harvey Kuenn,6,62,0.149,100,27,15,26,22.1,24,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108
0,Orlando Cepeda HOF,3,42,0.101,126,37,17,50.2,34.6,42.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133
0,Elston Howard,9,40,0.096,83,22,14,27,26.4,26.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108
0,Bill Mazeroski HOF,5,28,0.067,71,16,17,36.5,26,31.2,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84
0,Thurman Munson,2,26,0.063,90,29,11,46.1,37,41.6,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116
0,Vada Pinson,2,6,0.014,95,36,18,54.3,40,47.2,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111
0,X-Tommy Davis,1,5,0.012,57,20,18,20.4,20.7,20.6,1999,7223,811,2121,153,1052,136,381,0.294,0.329,0.405,0.733,108
0,X-Rico Petrocelli,1,3,0.007,19,21,13,39.2,33.2,36.2,1553,5390,653,1352,210,773,10,661,0.251,0.332,0.42,0.752,108
0,X-Bill Freehan,1,2,0.005,84,28,15,44.8,33.7,39.3,1774,6073,706,1591,200,758,24,626,0.262,0.34,0.412,0.752,112
0,X-Leo Cardenas,2,1,0.002,36,19,16,27.3,23.3,25.3,1941,6707,662,1725,118,689,39,522,0.257,0.311,0.367,0.679,88
0,X-Tommy Harper,1,0,0,19,17,15,25.8,22.8,24.3,1810,6269,972,1609,146,567,408,753,0.257,0.338,0.379,0.717,101
0,X-Deron Johnson,1,0,0,11,14,16,6.3,13.4,9.9,1765,5941,706,1447,245,923,11,585,0.244,0.311,0.42,0.731,102
0,X-Cesar Tovar,1,0,0,19,12,12,28.2,25.9,27,1488,5569,834,1546,46,435,226,413,0.278,0.335,0.368,0.703,100
0,X-Jim Northrup,2,0,0,5,13,12,22.2,21.5,21.8,1392,4692,603,1254,153,610,39,449,0.267,0.333,0.429,0.763,116
0,X-Cleon Jones,1,0,0,10,12,13,18.1,20.8,19.4,1213,4263,565,1196,93,524,91,360,0.281,0.339,0.404,0.744,110
0,X-Tony Taylor,1,0,0,16,20,19,23.4,18.3,20.8,2195,7680,1005,2007,75,598,234,613,0.261,0.321,0.352,0.673,88
0,X-Gates Brown,2,0,0,0,10,13,9.9,10.8,10.4,1051,2262,330,582,84,322,30,242,0.257,0.33,0.42,0.75,110
0,X-Alex Johnson,1,0,0,22,11,13,9.9,13.5,11.7,1322,4623,550,1331,78,525,113,244,0.288,0.326,0.392,0.718,105
0,Eddie Mathews,5,301,0.794,162,54,17,96.6,54.5,75.6,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143
0,Enos Slaughter HOF,13,261,0.689,90,41,19,55.3,35.2,45.2,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124
0,Duke Snider HOF,9,254,0.67,152,47,18,66.4,49.9,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140
0,Gil Hodges,10,226,0.596,83,32,18,44.8,34.2,39.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120
0,X-Pee Wee Reese HOF,14,169,0.446,100,39,16,66.3,40.9,53.6,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99
0,Richie Ashburn HOF,11,158,0.417,112,41,15,63.9,44.5,54.2,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111
0,Nellie Fox H,8,149,0.393,163,32,19,49,36.8,42.9,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93
0,Red Schoendienst HOF,10,130,0.343,110,30,19,42.3,31.7,37,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94
0,Maury Wills,1,115,0.303,104,30,14,39.7,29.6,34.7,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88
0,Roger Maris,5,83,0.219,89,22,12,38.2,32.3,35.2,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127
0,Mickey Vernon,13,66,0.174,72,33,20,34.5,25.4,30,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116
0,Al Dar,13,60,0.158,51,26,14,43.2,33.1,38.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98
0,Harvey Kuenn,2,58,0.153,100,27,15,26,22.1,24,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108
0,Ted Kluszewski,12,51,0.135,77,24,15,32.4,29.2,30.8,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123
0,Elston Howard,5,41,0.108,83,22,14,27,26.4,26.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108
0,Bill Mazeroski HOF,1,23,0.061,71,16,17,36.5,26,31.2,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84
0,Ken Boyer,4,18,0.047,87,36,15,62.8,46.3,54.6,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116
0,Curt Flood,2,8,0.021,59,16,15,41.9,32.8,37.3,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100
0,Del Crandall,3,6,0.016,82,26,16,28.5,24.6,26.6,1573,5026,585,1276,179,657,26,424,0.254,0.312,0.404,0.716,96
0,Bobby Thomson,13,5,0.013,31,21,15,33.3,26.9,30.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110
0,X-Vic Wertz,9,4,0.011,35,26,17,27.4,22,24.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,121
0,X-Dick Groat,6,3,0.008,103,24,14,36.7,29.6,33.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89
0,Clete Boyer,1,1,0.003,11,11,16,27.6,23.6,25.6,1725,5780,645,1396,162,654,41,470,0.242,0.299,0.372,0.67,86
0,Mickey Mantle,1,322,0.882,301,65,18,110.3,64.8,87.6,2401,8102,1676,2415,536,1509,153,1733,0.298,0.421,0.557,0.977,172
0,Ralph Kiner HOF,12,215,0.589,137,35,10,49.4,43.7,46.5,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149
0,Gil Hodges,6,198,0.542,83,32,18,44.8,34.2,39.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120
0,Enos Slaughter HOF,9,145,0.397,90,41,19,55.3,35.2,45.2,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124
0,Pee Wee Reese HOF,10,141,0.386,100,39,16,66.3,40.9,53.6,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99
0,Eddie Mathews HOF,1,118,0.323,162,54,17,96.6,54.5,75.6,2391,8537,1509,2315,512,1453,68,1444,0.271,0.376,0.509,0.885,143
0,Phil Rizzuto HOF,12,111,0.304,87,23,13,40.8,33.8,37.3,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93
0,Duke Snider HOF,5,111,0.304,152,47,18,66.4,49.9,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140
0,Red Schoendienst HOF,6,110,0.301,110,30,19,42.3,31.7,37,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94
0,George Kell HO,10,94,0.258,90,29,15,37.4,27.8,32.6,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112
0,Nellie Fox H,4,79,0.216,163,32,19,49,36.8,42.9,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93
0,Roger Maris,1,78,0.214,89,22,12,38.2,32.3,35.2,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127
0,Phil Cavarretta,11,61,0.167,42,22,22,34.6,25.2,29.9,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118
0,Richie Ashburn HOF,7,56,0.153,112,41,15,63.9,44.5,54.2,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111
0,Al Dar,9,54,0.148,51,26,14,43.2,33.1,38.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98
0,Ted Kluszewski,8,28,0.077,77,24,15,32.4,29.2,30.8,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123
0,Mickey Vernon,9,27,0.074,72,33,20,34.5,25.4,30,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116
0,Elston Howard,1,19,0.052,83,22,14,27,26.4,26.7,1605,5363,619,1471,167,762,9,373,0.274,0.322,0.427,0.749,108
0,Walker Cooper,7,9,0.025,74,32,18,29,23.6,26.3,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116
0,Bobby Thomson,9,6,0.016,31,21,15,33.3,26.9,30.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110
0,X-Bobby Richardson,3,5,0.014,69,12,12,8.2,10.4,9.3,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77
0,Dick Groat,2,4,0.011,103,24,14,36.7,29.6,33.1,1929,7484,829,2138,39,707,14,490,0.286,0.33,0.366,0.696,89
0,X-Roy McMillan,3,4,0.011,27,16,16,25.6,20,22.8,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72
0,X-Gil McDougald,9,3,0.008,54,21,10,40.7,32.1,36.4,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111
0,Bill Virdon,1,3,0.008,11,9,12,19.7,17.7,18.7,1583,5980,735,1596,91,502,47,442,0.267,0.316,0.379,0.696,89
0,Rocky Colavito,1,2,0.005,82,30,14,44.5,35.3,39.9,1841,6503,971,1730,374,1159,19,951,0.266,0.359,0.489,0.848,132
0,Vic Wertz,5,2,0.005,35,26,17,27.4,22,24.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,121
0,X-Smoky Burgess,2,2,0.005,46,34,18,33.4,23.4,28.4,1691,4471,485,1318,126,673,13,477,0.295,0.362,0.446,0.807,116
0,Lou Boudreau,10,232,0.773,89,34,15,63,48.7,55.8,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120
0,Ralph Kiner HOF,8,167,0.557,137,35,10,49.4,43.7,46.5,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149
0,Gil Hodges,2,145,0.483,83,32,18,44.8,34.2,39.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120
0,Enos Slaughter HOF,5,133,0.443,90,41,19,55.3,35.2,45.2,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124
0,Johnny Mize HO,8,126,0.42,175,47,15,70.9,48.7,59.8,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158
0,Marty Marion,9,120,0.4,57,17,13,31.6,26.2,28.9,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81
0,Red Schoendienst HOF,2,97,0.323,110,30,19,42.3,31.7,37,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94
0,Pee Wee Reese HOF,6,97,0.323,100,39,16,66.3,40.9,53.6,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99
0,George Kell HO,6,90,0.3,90,29,15,37.4,27.8,32.6,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112
0,X-Joe Gordon HOF,12,79,0.263,88,31,11,57.2,45.8,51.5,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120
0,Phil Rizzuto HOF,8,79,0.263,87,23,13,40.8,33.8,37.3,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93
0,Bobby Doerr HOF,11,75,0.25,96,41,14,51.2,36.4,43.8,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115
0,X-Tommy Henrich,10,62,0.207,49,27,11,35.7,28.1,31.9,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132
0,Al Dar,5,55,0.183,51,26,14,43.2,33.1,38.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98
0,Duke Snider HOF,1,51,0.17,152,47,18,66.4,49.9,58.1,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140
0,Phil Cavarretta,7,51,0.17,42,22,22,34.6,25.2,29.9,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118
0,Dom DiMaggio,6,15,0.05,64,28,11,32,26.7,29.4,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,110
0,Richie Ashburn HOF,3,11,0.037,112,41,15,63.9,44.5,54.2,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111
0,Mickey Vernon,5,10,0.033,72,33,20,34.5,25.4,30,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116
0,Walker Cooper,3,9,0.03,74,32,18,29,23.6,26.3,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116
0,Ted Kluszewski,4,8,0.027,77,24,15,32.4,29.2,30.8,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123
0,Charlie Keller,9,7,0.023,47,30,13,43.1,38.7,40.9,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152
0,Wally Moses,5,5,0.017,45,28,17,33.1,24.3,28.7,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109
0,Bobby Thomson,5,4,0.013,31,21,15,33.3,26.9,30.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110
0,X-Augie Galan,2,3,0.01,52,26,16,41.1,32,36.5,1742,5937,1004,1706,100,830,123,979,0.287,0.39,0.419,0.81,122
0,Carl Furillo,3,2,0.007,41,27,15,35.1,26,30.6,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112
0,Vic Wertz,1,2,0.007,35,26,17,27.4,22,24.7,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,121
0,Jackie Jensen,4,1,0.003,56,25,11,27.9,24.8,26.3,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120
0,Gil McDougald,5,1,0.003,54,21,10,40.7,32.1,36.4,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111
0,Ted Williams,1,282,0.934,354,73,19,123.1,69.2,96.2,2292,7706,1798,2654,521,1839,24,2021,0.344,0.482,0.634,1.116,190
0,Roy Campanella HOF,2,197,0.652,108,39,10,37,35.6,36.3,1215,4205,627,1161,242,856,25,533,0.276,0.36,0.5,0.86,123
0,Joe Medwick HOF,7,187,0.619,200,47,17,55.6,39.7,47.6,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134
0,Lou Boudreau HOF,6,115,0.381,89,34,15,63,48.7,55.8,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120
0,Al Lopez HOF,9,109,0.361,71,24,19,21.9,14.3,18.1,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83
0,Enos Slaughter HOF,1,100,0.331,90,41,19,55.3,35.2,45.2,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124
0,Pee Wee Reese HOF,2,95,0.315,100,39,16,66.3,40.9,53.6,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99
0,Marty Marion,5,86,0.285,57,17,13,31.6,26.2,28.9,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81
0,Johnny Mize HO,4,81,0.268,175,47,15,70.9,48.7,59.8,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158
0,Ralph Kiner HOF,4,74,0.245,137,35,10,49.4,43.7,46.5,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149
0,Phil Rizzuto HOF,4,54,0.179,87,23,13,40.8,33.8,37.3,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93
0,Arky Vaughan HOF,9,36,0.119,116,53,14,72.9,50.6,61.8,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136
0,Ernie Lombardi HOF,8,34,0.113,133,42,17,46.8,28.8,37.8,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126
0,Joe Gordon HOF,8,31,0.103,88,31,11,57.2,45.8,51.5,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120
0,Bobby Doerr HOF,7,30,0.099,96,41,14,51.2,36.4,43.8,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115
0,George Kell HO,2,29,0.096,90,29,15,37.4,27.8,32.6,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112
0,Billy Herman HOF,6,28,0.093,147,38,15,54.8,35.5,45.1,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112
0,Mickey Vernon,1,20,0.066,72,33,20,34.5,25.4,30,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116
0,Al Dar,1,17,0.056,51,26,14,43.2,33.1,38.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98
0,Bobby Thomson,1,12,0.04,31,21,15,33.3,26.9,30.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110
0,Phil Cavarretta,3,9,0.03,42,22,22,34.6,25.2,29.9,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118
0,Larry Doby HO,1,7,0.023,72,30,13,49.6,39.6,44.6,1533,5348,960,1515,253,970,47,871,0.283,0.386,0.49,0.876,136
0,Gil McDougald,1,5,0.017,54,21,10,40.7,32.1,36.4,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111
0,Jim Hegan,1,5,0.017,71,21,17,5.7,7.2,6.4,1666,4772,550,1087,92,525,15,456,0.228,0.295,0.344,0.639,74
0,Whitey Lockman,1,4,0.013,10,13,15,18.3,19.6,19,1666,5940,836,1658,114,563,43,552,0.279,0.342,0.391,0.732,95
0,Hank Sauer,1,4,0.013,45,23,15,25.5,22.6,24.1,1399,4796,709,1278,288,876,11,561,0.266,0.347,0.496,0.843,123
0,Grady Hatton,1,4,0.013,4,16,12,17.6,15.9,16.8,1312,4206,562,1068,91,533,42,646,0.254,0.354,0.374,0.728,96
0,Del Ennis,1,3,0.01,53,29,14,31.1,28.6,29.9,1903,7254,985,2063,288,1284,45,597,0.284,0.34,0.472,0.812,117
0,Andy Pafko,1,2,0.007,37,22,17,36.7,29.7,33.2,1852,6292,844,1796,213,976,38,561,0.285,0.35,0.449,0.799,117
0,Del Ric,1,2,0.007,18,22,17,6.1,7,6.6,1309,3826,342,908,79,441,2,382,0.237,0.312,0.356,0.668,78
0,Carl Furillo,1,2,0.007,41,27,15,35.1,26,30.6,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112
0,Bobby Adams,1,1,0.003,0,13,14,14.5,12.7,13.6,1281,4019,591,1082,37,303,67,414,0.269,0.34,0.368,0.708,90
0,Solly Hemus,1,1,0.003,12,11,11,25.5,25.4,25.4,961,2694,459,736,51,263,21,456,0.273,0.39,0.411,0.801,115
0,Chico Carrasquel,1,1,0.003,15,17,10,21.2,22.4,21.8,1325,4644,568,1199,55,474,31,491,0.258,0.333,0.342,0.674,82
0,X-Max Carey HOF,14,136,0.511,79,36,20,54,32.9,43.5,2476,9363,1545,2665,70,802,738,1040,0.285,0.361,0.386,0.747,108
0,Edd Roush HOF,18,112,0.421,72,36,18,45.3,31.5,38.4,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126
0,Hack Wilson HOF,13,94,0.353,102,39,12,38.9,35.8,37.3,1348,4760,884,1461,244,1063,52,674,0.307,0.395,0.545,0.94,144
0,Sam Rice HO,11,90,0.338,128,51,20,52.6,30.8,41.7,2404,9269,1514,2987,34,1077,351,708,0.322,0.374,0.427,0.801,112
0,Kiki Cuyler HOF,10,90,0.338,116,46,18,46.7,34.9,40.8,1879,7161,1305,2299,128,1065,328,676,0.321,0.386,0.474,0.86,125
0,Tony Lazzeri HOF,12,80,0.301,89,39,14,50,35.1,42.6,1740,6297,986,1840,178,1194,148,869,0.292,0.38,0.467,0.846,121
0,Luke Appling HOF,4,77,0.289,149,57,20,74.5,43.9,59.2,2422,8856,1319,2749,45,1116,179,1302,0.31,0.399,0.398,0.798,113
0,Lou Boudreau HOF,2,64,0.241,89,34,15,63,48.7,55.8,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120
0,Jim Bottomley HOF,10,57,0.214,99,42,16,35.3,28.8,32.1,1991,7471,1177,2313,219,1422,58,664,0.31,0.369,0.5,0.869,125
0,Joe Medwick HOF,3,50,0.188,200,47,17,55.6,39.7,47.6,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134
0,Pepper Martin,11,46,0.173,49,21,13,17.4,16.7,17,1189,4117,756,1227,59,501,146,369,0.298,0.358,0.443,0.801,113
0,Hank Gowdy,16,45,0.169,6,25,17,23.7,18.2,21,1050,2735,270,738,21,321,59,311,0.27,0.351,0.358,0.709,104
0,Bucky Harris HOF,9,45,0.169,12,18,12,15.2,15.3,15.2,1263,4736,722,1297,9,508,167,472,0.274,0.352,0.354,0.706,86
0,Dave Bancroft HOF,14,43,0.162,85,29,16,48.5,37.2,42.9,1913,7182,1048,2004,32,591,145,827,0.279,0.355,0.358,0.714,98
0,Lloyd Waner HOF,6,39,0.147,89,31,18,24.1,20.3,22.2,1993,7772,1201,2459,27,598,67,420,0.316,0.353,0.393,0.747,99
0,Chuck Klein HOF,9,36,0.135,194,48,17,43.6,36.7,40.1,1753,6486,1168,2076,300,1201,79,601,0.32,0.379,0.543,0.922,137
0,Al Lopez HOF,5,34,0.128,71,24,19,21.9,14.3,18.1,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83
0,Earle Combs HOF,12,34,0.128,103,37,12,42.5,34.3,38.4,1455,5746,1186,1866,58,633,98,670,0.325,0.397,0.462,0.859,125
0,Leo Durocher HOF,5,28,0.105,15,14,17,5.1,7.3,6.2,1637,5350,575,1320,24,567,31,377,0.247,0.299,0.32,0.619,66
0,Lefty O'Doul,8,27,0.102,92,31,11,27.1,27.3,27.2,970,3264,624,1140,113,542,36,333,0.349,0.413,0.532,0.945,143
0,Charlie Grimm,10,26,0.098,18,19,20,13.4,13.2,13.3,2166,7917,908,2299,79,1077,57,578,0.29,0.341,0.397,0.738,94
0,Jimmy Dykes,9,26,0.098,27,30,22,35.3,21.3,28.3,2282,8046,1108,2256,108,1069,70,958,0.28,0.365,0.399,0.764,96
0,Goose Goslin HOF,7,26,0.098,159,61,18,66.1,43.3,54.7,2287,8656,1482,2735,248,1612,176,949,0.316,0.387,0.5,0.887,128
0,Bobby Doerr HOF,3,25,0.094,96,41,14,51.2,36.4,43.8,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115
0,Heinie Manush HOF,4,22,0.083,137,46,17,45.8,34.7,40.2,2008,7654,1288,2524,110,1183,113,506,0.33,0.377,0.479,0.856,121
0,Billy Southworth HOF,8,18,0.068,11,19,13,21,19.8,20.4,1192,4359,661,1296,52,561,138,402,0.297,0.359,0.415,0.773,111
0,Earl Averill HOF,5,14,0.053,129,50,13,48,37.3,42.7,1669,6353,1224,2019,238,1164,70,774,0.318,0.395,0.534,0.928,133
0,Babe Herman,11,13,0.049,74,39,13,40.3,31.8,36.1,1552,5603,882,1818,181,997,94,520,0.324,0.383,0.532,0.915,141
0,Red Rolfe,6,13,0.049,74,21,10,23.5,22.2,22.9,1175,4827,942,1394,69,497,44,526,0.289,0.36,0.413,0.773,99
0,Terry Moore,3,12,0.045,21,13,11,18.9,17.3,18.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99
0,Chick Hafey HOF,10,12,0.045,68,33,13,30.1,27.1,28.6,1283,4625,777,1466,164,833,70,372,0.317,0.372,0.526,0.898,133
0,Tommy Henrich,4,11,0.041,49,27,11,35.7,28.1,31.9,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132
0,Travis Jackson HOF,10,11,0.041,28,29,15,44,35.1,39.5,1656,6086,833,1768,135,929,71,412,0.291,0.337,0.433,0.77,102
0,Joe Gordon HOF,4,11,0.041,88,31,11,57.2,45.8,51.5,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120
0,Steve O'Neill,7,10,0.038,46,26,17,26.1,20.4,23.3,1590,4795,448,1259,13,534,30,592,0.263,0.349,0.337,0.685,88
0,Muddy Rue,9,10,0.038,49,28,19,20.1,18.9,19.5,1468,4514,494,1242,4,536,61,606,0.275,0.365,0.332,0.697,83
0,Charlie Keller,3,9,0.034,47,30,13,43.1,38.7,40.9,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152
0,Joe Judge,6,9,0.034,33,32,20,46.9,26.4,36.7,2171,7898,1184,2352,71,1034,213,965,0.298,0.378,0.42,0.798,114
0,Wally Schang,4,8,0.03,58,33,19,48,27.6,37.8,1842,5307,769,1506,59,705,121,849,0.284,0.393,0.401,0.794,117
0,Birdie Tebbetts,1,8,0.03,17,25,14,5.6,7.4,6.5,1162,3704,357,1000,38,469,29,389,0.27,0.341,0.358,0.7,81
0,Glenn Wright,10,8,0.03,33,27,11,25.3,24.4,24.8,1119,4153,584,1219,94,723,38,209,0.294,0.328,0.447,0.775,99
0,Billy Herman HOF,3,7,0.026,147,38,15,54.8,35.5,45.1,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112
