Steroids,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
0,Stan Hac,6,6,0.023,76,38,16,52.6,35.2,43.9,1938,7278,1239,2193,57,642,165,1092,0.301,0.394,0.397,0.791,119
0,Arky Vaughan HOF,5,6,0.023,116,53,14,72.9,50.6,61.8,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136
0,Cy Williams,12,6,0.023,44,31,19,37.1,25.6,31.4,2002,6780,1024,1981,251,1005,115,690,0.292,0.365,0.47,0.835,125
0,Pete Reiser,1,6,0.023,39,17,10,21.8,21.5,21.6,861,2662,473,786,58,368,87,343,0.295,0.38,0.45,0.829,128
0,Pinky Higgins,3,6,0.023,27,30,14,27.5,21,24.3,1802,6636,931,1941,140,1075,61,800,0.292,0.37,0.428,0.798,107
0,Joe Dugan,6,5,0.019,22,13,14,9.4,10.5,9.9,1447,5410,665,1516,42,567,37,250,0.28,0.317,0.372,0.689,82
0,Bob Meusel,10,5,0.019,73,31,11,27.7,23.6,25.6,1407,5475,826,1693,156,1071,143,375,0.309,0.356,0.497,0.852,118
0,Frankie Crosetti,4,5,0.019,58,23,17,23.9,19.1,21.5,1683,6277,1006,1541,98,649,113,792,0.245,0.341,0.354,0.695,83
0,Freddie Lindstrom HOF,3,5,0.019,56,26,13,28.3,26.3,27.3,1438,5611,895,1747,103,779,84,334,0.311,0.351,0.449,0.8,110
0,Fielder Jones,4,5,0.019,33,23,15,43.2,28.7,35.9,1788,6747,1180,1920,21,631,359,817,0.285,0.368,0.347,0.715,112
0,Dolph Camilli,3,4,0.015,56,26,12,42.8,39.5,41.2,1490,5353,936,1482,239,950,60,947,0.277,0.388,0.492,0.88,135
0,Ernie Lombardi HOF,4,4,0.015,133,42,17,46.8,28.8,37.8,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126
0,Moe Ber,1,4,0.015,0,0,15,-4.3,1.2,-1.5,663,1813,150,441,6,206,12,78,0.243,0.278,0.299,0.577,49
0,Max Bishop,3,4,0.015,28,29,12,37.4,29.2,33.3,1338,4494,966,1216,41,379,40,1156,0.271,0.423,0.366,0.789,103
0,Cookie Lavagetto,1,4,0.015,16,16,10,11.2,12.1,11.6,1043,3509,487,945,40,486,63,485,0.269,0.36,0.377,0.737,99
0,Lew Fonseca,4,3,0.011,45,21,12,13.9,14.4,14.2,937,3404,518,1075,31,485,64,186,0.316,0.355,0.432,0.788,103
0,Charlie Berry,2,3,0.011,0,4,11,7,7.6,7.3,709,2018,196,539,23,256,13,160,0.267,0.322,0.374,0.696,84
0,Mike Gonzalez,4,3,0.011,0,19,17,9,9.8,9.4,1042,2829,283,717,13,263,52,231,0.253,0.314,0.324,0.638,80
0,Frankie Gustine,1,3,0.011,12,14,12,7.8,10.8,9.3,1261,4582,553,1214,38,480,60,369,0.265,0.322,0.359,0.681,87
0,Bob O'Farrell,2,3,0.011,34,29,21,21.4,18.7,20.1,1492,4101,517,1120,51,549,35,547,0.273,0.36,0.388,0.748,98
0,Tony Cuccinello,2,3,0.011,21,20,15,35.3,28,31.6,1704,6184,730,1729,94,884,42,579,0.28,0.343,0.394,0.737,104
0,Willie Kam,1,3,0.011,5,20,13,35.3,26,30.7,1693,5851,802,1643,29,827,126,824,0.281,0.372,0.384,0.756,97
0,Luke Sewell,2,3,0.011,38,23,20,6,8.7,7.4,1630,5383,653,1393,20,698,66,486,0.259,0.323,0.341,0.665,70
0,Billy Werber,4,3,0.011,33,22,11,25.1,22.6,23.9,1295,5024,875,1363,78,539,215,701,0.271,0.364,0.392,0.756,98
0,Jimmie Wilson,10,3,0.011,45,26,18,11.2,10.6,10.9,1525,4778,580,1358,32,621,86,356,0.284,0.336,0.37,0.707,82
0,Freddy Leach,1,2,0.008,22,17,10,8,9.9,8.9,991,3733,543,1147,72,509,32,163,0.307,0.341,0.446,0.787,101
0,High Pockets Kelly HOF,5,2,0.008,48,22,16,25.3,24,24.6,1622,5993,819,1778,148,1020,65,386,0.297,0.342,0.452,0.794,109
0,Marty McManus,1,2,0.008,26,30,15,33.6,23.7,28.6,1831,6660,1008,1926,120,992,126,675,0.289,0.357,0.43,0.787,102
0,Ossie Bluege,5,2,0.008,8,18,18,28.3,19.7,24,1867,6440,883,1751,43,848,140,723,0.272,0.352,0.356,0.707,85
0,Doc Cramer,2,2,0.008,81,30,20,8.4,11,9.7,2239,9140,1357,2705,37,842,62,572,0.296,0.34,0.375,0.715,87
0,Wally Berger,2,2,0.008,60,29,11,42.1,35.8,38.9,1350,5163,809,1550,242,898,36,435,0.3,0.359,0.522,0.881,138
0,Cy Perkins,1,2,0.008,0,23,17,11.3,12.9,12.1,1171,3604,329,933,30,409,18,301,0.259,0.319,0.352,0.67,76
0,Tommy Holmes,1,2,0.008,55,22,11,34.3,31,32.6,1320,4992,698,1507,88,581,40,480,0.302,0.366,0.432,0.798,122
0,Johnny Mostil,2,1,0.004,34,20,10,24.2,24.5,24.3,972,3507,618,1054,23,375,176,415,0.301,0.386,0.427,0.812,113
0,Pep Young,1,1,0.004,1,3,10,6,7,6.5,730,2466,274,645,32,347,18,152,0.262,0.308,0.38,0.688,85
0,Dick Bartell,3,1,0.004,67,32,18,40.2,29.7,35,2016,7629,1130,2165,79,710,109,748,0.284,0.355,0.391,0.747,96
0,Harry Walker,1,1,0.004,24,12,11,10.9,11.7,11.3,807,2651,385,786,10,214,42,245,0.296,0.358,0.383,0.741,103
0,Sparky Adams,1,1,0.004,17,19,13,15.9,14.7,15.3,1424,5557,844,1588,9,394,154,453,0.286,0.343,0.353,0.695,82
0,Red Kress,1,1,0.004,24,21,14,16.5,16.9,16.7,1391,5087,691,1454,89,799,46,474,0.286,0.347,0.42,0.767,97
0,Sam Chapman,1,1,0.004,12,17,11,17.5,17,17.2,1368,4988,754,1329,180,773,41,562,0.266,0.342,0.438,0.78,107
0,Ken Keltner,1,1,0.004,37,19,13,33.8,28.8,31.3,1526,5683,737,1570,163,852,39,514,0.276,0.338,0.441,0.778,112
0,Mule Haa,3,1,0.004,25,17,12,12.5,13.1,12.8,1168,4303,706,1257,43,496,12,433,0.292,0.359,0.402,0.761,94
0,George Cas,1,1,0.004,48,14,11,15.3,16.3,15.8,1226,5016,785,1415,21,377,349,426,0.282,0.341,0.358,0.699,95
0,Gus Suh,2,1,0.004,22,15,11,23.1,21.1,22.1,1435,5176,714,1446,84,818,53,718,0.279,0.368,0.428,0.796,113
0,Billy Jurges,2,1,0.004,24,16,17,30.8,22.8,26.8,1816,6253,721,1613,43,656,36,568,0.258,0.325,0.335,0.66,82
0,Ken Williams,2,1,0.004,68,39,14,42.6,36.5,39.6,1397,4862,860,1552,196,916,154,566,0.319,0.393,0.53,0.924,138
0,Joe Sewell HOF,6,1,0.004,68,45,14,53.7,37.3,45.5,1903,7132,1141,2226,49,1054,74,842,0.312,0.391,0.413,0.804,108
0,George Grantham,1,1,0.004,36,31,13,32.4,24.6,28.5,1444,4989,912,1508,105,712,132,717,0.302,0.392,0.461,0.854,122
0,Ray Blades,1,1,0.004,22,21,10,15.1,15.2,15.1,767,2415,467,726,50,340,33,331,0.301,0.395,0.46,0.855,123
0,Clyde Sukeforth,1,1,0.004,0,2,10,0.6,2.4,1.5,486,1237,122,326,2,96,12,95,0.264,0.319,0.331,0.65,72
0,Wally Moses,1,1,0.004,45,28,17,33.1,24.3,28.7,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109
0,Rick Ferrell HOF,2,1,0.004,109,34,18,33.7,22.5,28.1,1884,6028,687,1692,28,734,29,931,0.281,0.378,0.363,0.741,95
0,Jimmy Austin,1,1,0.004,0,13,18,22.7,18,20.4,1580,5388,661,1328,13,390,244,592,0.246,0.326,0.314,0.64,90
0,Bubbles Hargrave,2,1,0.004,24,20,12,16.2,16.1,16.1,852,2533,314,786,29,376,29,217,0.31,0.372,0.452,0.824,118
0,Wally Pip,1,1,0.004,28,18,15,31.5,23.5,27.5,1872,6914,974,1941,90,1004,125,596,0.281,0.341,0.408,0.749,104
0,Gus Mancuso,1,1,0.004,35,24,17,12.9,13.6,13.3,1460,4505,386,1194,53,543,8,418,0.265,0.328,0.351,0.679,84
0,Riggs Stephenson,2,1,0.004,57,32,14,32.1,24.2,28.2,1310,4508,714,1515,63,773,53,494,0.336,0.407,0.473,0.88,129
0,Charley O'Leary,2,1,0.004,5,0,11,0.2,3.5,1.9,955,3232,317,731,3,220,74,164,0.226,0.27,0.272,0.543,67
0,Bing Miller,1,1,0.004,38,30,16,28.9,20.8,24.8,1820,6212,946,1934,116,993,127,383,0.311,0.359,0.461,0.82,108
0,Harry Danning,1,1,0.004,25,8,10,15.6,16,15.8,890,2971,363,847,57,397,13,187,0.285,0.33,0.415,0.745,104
0,Al Simmons,9,199,0.754,226,63,20,68.8,45.8,57.3,2215,8759,1507,2927,307,1828,88,615,0.334,0.38,0.535,0.915,133
0,Bill Terry HOF,13,191,0.723,169,42,14,54.2,41.2,47.7,1721,6428,1120,2193,154,1078,56,537,0.341,0.393,0.506,0.899,136
0,Bill Dickey HOF,8,179,0.678,178,56,17,58.4,36.2,47.3,1789,6300,930,1969,202,1209,36,678,0.313,0.382,0.486,0.868,127
0,Rabbit Maranville HOF,13,164,0.621,59,30,23,42.8,30.5,36.7,2670,10078,1256,2605,28,884,291,839,0.258,0.318,0.34,0.658,82
0,Joe DiMaggio HOF,2,117,0.443,269,59,13,78.1,51,64.5,1736,6821,1390,2214,361,1537,30,790,0.325,0.398,0.579,0.977,155
0,Gabby Hartnett HOF,10,104,0.394,121,48,20,60.1,33.3,46.7,1990,6432,867,1912,236,1179,28,703,0.297,0.37,0.489,0.858,126
0,Hank Greenberg HOF,6,80,0.303,188,46,13,57.6,47.7,52.6,1394,5193,1046,1628,331,1274,58,852,0.313,0.412,0.605,1.017,158
0,Joe Cronin HOF,7,69,0.261,143,55,20,66.4,43.9,55.2,2124,7579,1233,2285,170,1424,87,1059,0.301,0.39,0.468,0.857,119
0,Casey Stengel HOF,9,61,0.231,4,15,14,20.1,17.2,18.6,1277,4288,575,1219,60,535,131,437,0.284,0.356,0.41,0.766,120
0,Hank Gowdy,12,58,0.22,6,25,17,23.7,18.2,21,1050,2735,270,738,21,321,59,311,0.27,0.351,0.358,0.709,104
0,Max Carey HOF,10,55,0.208,79,36,20,54,32.9,43.5,2476,9363,1545,2665,70,802,738,1040,0.285,0.361,0.386,0.747,108
0,Ray Schalk HOF,14,52,0.197,56,25,18,33.2,25.9,29.5,1762,5306,579,1345,11,593,177,638,0.253,0.34,0.316,0.656,83
0,Hack Wilson HOF,9,43,0.163,102,39,12,38.9,35.8,37.3,1348,4760,884,1461,244,1063,52,674,0.307,0.395,0.545,0.94,144
0,Pepper Martin,9,43,0.163,49,21,13,17.4,16.7,17,1189,4117,756,1227,59,501,146,369,0.298,0.358,0.443,0.801,113
0,Zack Wheat HOF,13,32,0.121,99,48,19,60.2,34.6,47.4,2410,9106,1289,2884,132,1248,205,650,0.317,0.367,0.45,0.817,129
0,Edd Roush HOF,14,32,0.121,72,36,18,45.3,31.5,38.4,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126
0,Ross Youngs HOF,14,31,0.117,73,32,10,32.1,30.3,31.2,1211,4627,812,1491,42,592,153,550,0.322,0.399,0.441,0.839,130
0,Tony Lazzeri HOF,8,28,0.106,89,39,14,50,35.1,42.6,1740,6297,986,1840,178,1194,148,869,0.292,0.38,0.467,0.846,121
0,Bucky Harris HOF,8,21,0.08,12,18,12,15.2,15.3,15.2,1263,4736,722,1297,9,508,167,472,0.274,0.352,0.354,0.706,86
0,Duffy Lewis,7,20,0.076,19,12,11,21.3,21.2,21.2,1459,5351,612,1518,38,791,113,352,0.284,0.333,0.384,0.717,108
0,Kiki Cuyler HOF,6,18,0.068,116,46,18,46.7,34.9,40.8,1879,7161,1305,2299,128,1065,328,676,0.321,0.386,0.474,0.86,125
0,Steve O'Neill,6,13,0.049,46,26,17,26.1,20.4,23.3,1590,4795,448,1259,13,534,30,592,0.263,0.349,0.337,0.685,88
0,Lefty O'Doul,6,11,0.042,92,31,11,27.1,27.3,27.2,970,3264,624,1140,113,542,36,333,0.349,0.413,0.532,0.945,143
0,Tommy Henrich,2,10,0.038,49,27,11,35.7,28.1,31.9,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132
0,Jim Bottomley HOF,6,10,0.038,99,42,16,35.3,28.8,32.1,1991,7471,1177,2313,219,1422,58,664,0.31,0.369,0.5,0.869,125
0,Dave Bancroft HOF,10,10,0.038,85,29,16,48.5,37.2,42.9,1913,7182,1048,2004,32,591,145,827,0.279,0.355,0.358,0.714,98
0,Jimmie Wilson,6,10,0.038,45,26,18,11.2,10.6,10.9,1525,4778,580,1358,32,621,86,356,0.284,0.336,0.37,0.707,82
0,Charlie Grimm,9,9,0.034,18,19,20,13.4,13.2,13.3,2166,7917,908,2299,79,1077,57,578,0.29,0.341,0.397,0.738,94
0,Muddy Rue,5,8,0.03,49,28,19,20.1,18.9,19.5,1468,4514,494,1242,4,536,61,606,0.275,0.365,0.332,0.697,83
0,Red Rolfe,4,5,0.019,74,21,10,23.5,22.2,22.9,1175,4827,942,1394,69,497,44,526,0.289,0.36,0.413,0.773,99
0,Everett Scott,11,5,0.019,29,14,13,16.2,15.8,16,1654,5837,552,1455,20,555,69,243,0.249,0.281,0.315,0.596,65
0,Jimmy Dykes,6,5,0.019,27,30,22,35.3,21.3,28.3,2282,8046,1108,2256,108,1069,70,958,0.28,0.365,0.399,0.764,96
0,Cy Williams,8,4,0.015,44,31,19,37.1,25.6,31.4,2002,6780,1024,1981,251,1005,115,690,0.292,0.365,0.47,0.835,125
0,Glenn Wright,6,3,0.011,33,27,11,25.3,24.4,24.8,1119,4153,584,1219,94,723,38,209,0.294,0.328,0.447,0.775,99
0,Earle Combs HOF,9,3,0.011,103,37,12,42.5,34.3,38.4,1455,5746,1186,1866,58,633,98,670,0.325,0.397,0.462,0.859,125
0,Sam Rice HO,7,3,0.011,128,51,20,52.6,30.8,41.7,2404,9269,1514,2987,34,1077,351,708,0.322,0.374,0.427,0.801,112
0,Babe Herman,7,2,0.008,74,39,13,40.3,31.8,36.1,1552,5603,882,1818,181,997,94,520,0.324,0.383,0.532,0.915,141
0,Luke Appling HOF,1,2,0.008,149,57,20,74.5,43.9,59.2,2422,8856,1319,2749,45,1116,179,1302,0.31,0.399,0.398,0.798,113
0,Bobby Doerr HOF,1,2,0.008,96,41,14,51.2,36.4,43.8,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115
0,Al Lopez HOF,3,2,0.008,71,24,19,21.9,14.3,18.1,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83
0,Chick Hafey HOF,6,2,0.008,68,33,13,30.1,27.1,28.6,1283,4625,777,1466,164,833,70,372,0.317,0.372,0.526,0.898,133
0,Billy Southworth HOF,7,2,0.008,11,19,13,21,19.8,20.4,1192,4359,661,1296,52,561,138,402,0.297,0.359,0.415,0.773,111
0,Travis Jackson HOF,6,2,0.008,28,29,15,44,35.1,39.5,1656,6086,833,1768,135,929,71,412,0.291,0.337,0.433,0.77,102
0,Roger Peckinpaugh,7,2,0.008,48,26,17,45,29,37,2012,7233,1006,1876,48,740,205,814,0.259,0.336,0.335,0.672,86
0,Bill Wambsganss,3,1,0.004,6,15,13,3.7,7.4,5.6,1491,5241,710,1359,7,521,140,490,0.259,0.328,0.327,0.655,78
0,George Selkirk,6,1,0.004,29,23,9,22.2,22.2,22.2,846,2790,503,810,108,576,49,486,0.29,0.4,0.483,0.883,127
0,Gabby Street,3,1,0.004,0,0,8,6.5,7,6.8,504,1501,98,312,2,105,17,119,0.208,0.273,0.256,0.529,66
0,Charley O'Leary,1,1,0.004,5,0,11,0.2,3.5,1.9,955,3232,317,731,3,220,74,164,0.226,0.27,0.272,0.543,67
0,Clyde Milan,5,1,0.004,24,23,16,40,28,34,1982,7359,1004,2100,17,617,495,685,0.285,0.353,0.353,0.706,109
0,Arky Vaughan HOF,1,1,0.004,116,53,14,72.9,50.6,61.8,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136
0,Germany Schaefer,2,1,0.004,6,12,15,8.9,11.3,10.1,1150,3784,495,972,9,309,201,333,0.257,0.319,0.32,0.639,97
0,Charlie Keller,1,1,0.004,47,30,13,43.1,38.7,40.9,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152
0,Dave Robertson,1,1,0.004,14,7,9,10.5,11.2,10.9,804,2830,366,812,47,364,94,113,0.287,0.318,0.409,0.727,116
0,Donie Bus,6,1,0.004,38,34,16,39.3,33.7,36.5,1945,7210,1281,1804,9,445,406,1158,0.25,0.356,0.3,0.656,91
0,Mike Gonzalez,3,1,0.004,0,19,17,9,9.8,9.4,1042,2829,283,717,13,263,52,231,0.253,0.314,0.324,0.638,80
0,Johnny Kling,9,1,0.004,25,23,13,28.9,25.6,27.3,1261,4246,475,1154,20,514,124,281,0.272,0.319,0.357,0.676,100
0,Bill Lange,1,1,0.004,45,33,7,23.1,23.1,23.1,813,3202,691,1056,39,579,400,350,0.33,0.4,0.458,0.858,123
0,Terry Moore,2,1,0.004,21,13,11,18.9,17.3,18.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99
0,Charlie Gehringer HOF,6,102,0.667,277,72,19,80.7,50.5,65.6,2323,8860,1775,2839,184,1427,181,1186,0.32,0.404,0.48,0.884,124
0,Mel Ott H,1,94,0.614,216,69,22,107.8,52.9,80.3,2730,9456,1859,2876,511,1860,89,1708,0.304,0.414,0.533,0.947,155
0,Al Simmons HOF,5,89,0.582,226,63,20,68.8,45.8,57.3,2215,8759,1507,2927,307,1828,88,615,0.334,0.38,0.535,0.915,133
0,Jimmie Foxx HO,5,85,0.556,314,72,20,95.8,59.5,77.7,2317,8134,1751,2646,534,1922,87,1452,0.325,0.428,0.609,1.038,163
0,Bill Terry HOF,9,81,0.529,169,42,14,54.2,41.2,47.7,1721,6428,1120,2193,154,1078,56,537,0.341,0.393,0.506,0.899,136
0,Paul Waner HOF,3,73,0.477,253,61,20,72.8,42.2,57.5,2549,9459,1627,3152,113,1309,104,1091,0.333,0.404,0.473,0.878,134
0,Hank Greenberg HOF,2,67,0.438,188,46,13,57.6,47.7,52.6,1394,5193,1046,1628,331,1274,58,852,0.313,0.412,0.605,1.017,158
0,Bill Dickey HOF,4,65,0.425,178,56,17,58.4,36.2,47.3,1789,6300,930,1969,202,1209,36,678,0.313,0.382,0.486,0.868,127
0,Harry Heilmann HOF,9,59,0.386,192,57,17,72.2,47.1,59.6,2147,7787,1291,2660,183,1543,113,856,0.342,0.41,0.52,0.93,148
0,Rabbit Maranville HOF,9,58,0.379,59,30,23,42.8,30.5,36.7,2670,10078,1256,2605,28,884,291,839,0.258,0.318,0.34,0.658,82
0,Gabby Hartnett HOF,6,35,0.229,121,48,20,60.1,33.3,46.7,1990,6432,867,1912,236,1179,28,703,0.297,0.37,0.489,0.858,126
0,Joe Cronin HOF,3,33,0.216,143,55,20,66.4,43.9,55.2,2124,7579,1233,2285,170,1424,87,1059,0.301,0.39,0.468,0.857,119
0,Hack Wilson HOF,5,24,0.157,102,39,12,38.9,35.8,37.3,1348,4760,884,1461,244,1063,52,674,0.307,0.395,0.545,0.94,144
0,Ray Schalk HOF,10,24,0.157,56,25,18,33.2,25.9,29.5,1762,5306,579,1345,11,593,177,638,0.253,0.34,0.316,0.656,83
0,Ross Youngs HOF,10,20,0.131,73,32,10,32.1,30.3,31.2,1211,4627,812,1491,42,592,153,550,0.322,0.399,0.441,0.839,130
0,Tony Lazzeri HOF,4,20,0.131,89,39,14,50,35.1,42.6,1740,6297,986,1840,178,1194,148,869,0.292,0.38,0.467,0.846,121
0,Pepper Martin,5,16,0.105,49,21,13,17.4,16.7,17,1189,4117,756,1227,59,501,146,369,0.298,0.358,0.443,0.801,113
0,Zack Wheat HOF,9,15,0.098,99,48,19,60.2,34.6,47.4,2410,9106,1289,2884,132,1248,205,650,0.317,0.367,0.45,0.817,129
0,Edd Roush HOF,10,14,0.092,72,36,18,45.3,31.5,38.4,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126
0,Max Carey HOF,6,12,0.078,79,36,20,54,32.9,43.5,2476,9363,1545,2665,70,802,738,1040,0.285,0.361,0.386,0.747,108
0,Bucky Harris HOF,4,11,0.072,12,18,12,15.2,15.3,15.2,1263,4736,722,1297,9,508,167,472,0.274,0.352,0.354,0.706,86
0,Hank Gowdy,8,10,0.065,6,25,17,23.7,18.2,21,1050,2735,270,738,21,321,59,311,0.27,0.351,0.358,0.709,104
0,Charlie Grimm,5,10,0.065,18,19,20,13.4,13.2,13.3,2166,7917,908,2299,79,1077,57,578,0.29,0.341,0.397,0.738,94
0,Chuck Klein HOF,2,9,0.059,194,48,17,43.6,36.7,40.1,1753,6486,1168,2076,300,1201,79,601,0.32,0.379,0.543,0.922,137
0,Jim Bottomley HOF,2,8,0.052,99,42,16,35.3,28.8,32.1,1991,7471,1177,2313,219,1422,58,664,0.31,0.369,0.5,0.869,125
0,Stuffy McInnis,5,8,0.052,43,23,19,34.2,25.2,29.7,2128,7822,871,2405,20,1063,172,380,0.307,0.343,0.381,0.723,105
0,Billy Southworth HOF,3,7,0.046,11,19,13,21,19.8,20.4,1192,4359,661,1296,52,561,138,402,0.297,0.359,0.415,0.773,111
0,Jimmy Dykes,2,7,0.046,27,30,22,35.3,21.3,28.3,2282,8046,1108,2256,108,1069,70,958,0.28,0.365,0.399,0.764,96
0,Earle Combs HOF,6,6,0.039,103,37,12,42.5,34.3,38.4,1455,5746,1186,1866,58,633,98,670,0.325,0.397,0.462,0.859,125
0,Travis Jackson HOF,2,6,0.039,28,29,15,44,35.1,39.5,1656,6086,833,1768,135,929,71,412,0.291,0.337,0.433,0.77,102
0,Steve O'Neill,2,6,0.039,46,26,17,26.1,20.4,23.3,1590,4795,448,1259,13,534,30,592,0.263,0.349,0.337,0.685,88
0,Jimmie Wilson,2,6,0.039,45,26,18,11.2,10.6,10.9,1525,4778,580,1358,32,621,86,356,0.284,0.336,0.37,0.707,82
0,Babe Herman,3,5,0.033,74,39,13,40.3,31.8,36.1,1552,5603,882,1818,181,997,94,520,0.324,0.383,0.532,0.915,141
0,Dave Bancroft HOF,6,5,0.033,85,29,16,48.5,37.2,42.9,1913,7182,1048,2004,32,591,145,827,0.279,0.355,0.358,0.714,98
0,Lefty O'Doul,2,4,0.026,92,31,11,27.1,27.3,27.2,970,3264,624,1140,113,542,36,333,0.349,0.413,0.532,0.945,143
0,Kiki Cuyler HOF,2,4,0.026,116,46,18,46.7,34.9,40.8,1879,7161,1305,2299,128,1065,328,676,0.321,0.386,0.474,0.86,125
0,Stan Hac,2,4,0.026,76,38,16,52.6,35.2,43.9,1938,7278,1239,2193,57,642,165,1092,0.301,0.394,0.397,0.791,119
0,Goose Goslin HOF,2,4,0.026,159,61,18,66.1,43.3,54.7,2287,8656,1482,2735,248,1612,176,949,0.316,0.387,0.5,0.887,128
0,Lloyd Waner HOF,1,3,0.02,89,31,18,24.1,20.3,22.2,1993,7772,1201,2459,27,598,67,420,0.316,0.353,0.393,0.747,99
0,Bob Meusel,5,3,0.02,73,31,11,27.7,23.6,25.6,1407,5475,826,1693,156,1071,143,375,0.309,0.356,0.497,0.852,118
0,Sam Rice HO,3,3,0.02,128,51,20,52.6,30.8,41.7,2404,9269,1514,2987,34,1077,351,708,0.322,0.374,0.427,0.801,112
0,Casey Stengel HOF,5,3,0.02,4,15,14,20.1,17.2,18.6,1277,4288,575,1219,60,535,131,437,0.284,0.356,0.41,0.766,120
0,Everett Scott,7,3,0.02,29,14,13,16.2,15.8,16,1654,5837,552,1455,20,555,69,243,0.249,0.281,0.315,0.596,65
0,Joe Dugan,4,2,0.013,22,13,14,9.4,10.5,9.9,1447,5410,665,1516,42,567,37,250,0.28,0.317,0.372,0.689,82
0,Charlie Gelbert,2,2,0.013,15,5,9,9.2,10.2,9.7,876,2869,398,766,17,350,34,290,0.267,0.336,0.374,0.709,81
0,Chick Hafey HOF,2,2,0.013,68,33,13,30.1,27.1,28.6,1283,4625,777,1466,164,833,70,372,0.317,0.372,0.526,0.898,133
0,Billy Jurges,1,2,0.013,24,16,17,30.8,22.8,26.8,1816,6253,721,1613,43,656,36,568,0.258,0.325,0.335,0.66,82
0,Cy Williams,4,2,0.013,44,31,19,37.1,25.6,31.4,2002,6780,1024,1981,251,1005,115,690,0.292,0.365,0.47,0.835,125
0,Billy Werber,1,1,0.007,33,22,11,25.1,22.6,23.9,1295,5024,875,1363,78,539,215,701,0.271,0.364,0.392,0.756,98
0,Earl Averill HOF,1,1,0.007,129,50,13,48,37.3,42.7,1669,6353,1224,2019,238,1164,70,774,0.318,0.395,0.534,0.928,133
0,Joe Judge,3,1,0.007,33,32,20,46.9,26.4,36.7,2171,7898,1184,2352,71,1034,213,965,0.298,0.378,0.42,0.798,114
0,Leo Durocher HOF,2,1,0.007,15,14,17,5.1,7.3,6.2,1637,5350,575,1320,24,567,31,377,0.247,0.299,0.32,0.619,66
0,Roger Peckinpaugh,5,1,0.007,48,26,17,45,29,37,2012,7233,1006,1876,48,740,205,814,0.259,0.336,0.335,0.672,86
0,Whitey Wit,1,1,0.007,15,17,10,12.7,13.2,12.9,1139,4171,632,1195,18,300,78,489,0.287,0.362,0.364,0.726,98
0,George Burns,4,1,0.007,57,27,15,39.4,32.6,36,1853,7241,1188,2077,41,611,383,872,0.287,0.366,0.384,0.749,114
0,Freddie Lindstrom HOF,1,1,0.007,56,26,13,28.3,26.3,27.3,1438,5611,895,1747,103,779,84,334,0.311,0.351,0.449,0.8,110
0,Heinie Manush HOF,2,1,0.007,137,46,17,45.8,34.7,40.2,2008,7654,1288,2524,110,1183,113,506,0.33,0.377,0.479,0.856,121
0,George Selkirk,2,1,0.007,29,23,9,22.2,22.2,22.2,846,2790,503,810,108,576,49,486,0.29,0.4,0.483,0.883,127
0,Al Lopez HOF,1,1,0.007,71,24,19,21.9,14.3,18.1,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83
0,Ossie Bluege,2,1,0.007,8,18,18,28.3,19.7,24,1867,6440,883,1751,43,848,140,723,0.272,0.352,0.356,0.707,85
0,Glenn Wright,2,1,0.007,33,27,11,25.3,24.4,24.8,1119,4153,584,1219,94,723,38,209,0.294,0.328,0.447,0.775,99
0,Ping Bodie,2,1,0.007,0,10,9,14.7,15.7,15.2,1050,3670,393,1011,43,514,83,312,0.275,0.335,0.396,0.731,109
0,High Pockets Kelly HOF,3,1,0.007,48,22,16,25.3,24,24.6,1622,5993,819,1778,148,1020,65,386,0.297,0.342,0.452,0.794,109
0,Art Fletcher,6,1,0.007,18,17,13,47,36.8,41.9,1533,5541,684,1534,32,676,160,203,0.277,0.319,0.365,0.684,99
0,Spud Davis,2,1,0.007,44,38,16,26.6,20.4,23.5,1458,4255,388,1312,77,647,6,386,0.308,0.369,0.43,0.799,110
0,Buddy Mye,1,1,0.007,86,41,17,46.9,30.7,38.8,1923,7038,1174,2131,38,848,157,965,0.303,0.389,0.406,0.795,108
0,Ben Chapman,1,1,0.007,79,37,15,41.2,29.9,35.6,1717,6478,1144,1958,90,977,287,824,0.302,0.383,0.44,0.823,114
0,Frank Chance HOF,6,179,0.725,22,24,17,45.7,35.3,40.5,1288,4299,798,1274,20,596,403,556,0.296,0.394,0.394,0.788,135
0,Johnny Evers HOF,6,134,0.543,34,24,18,47.7,33.3,40.5,1784,6137,919,1659,12,536,324,778,0.27,0.356,0.334,0.69,106
