Rk,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Pos Summary
18,X-Bill Mueller,1st,4,0.7%,16,23,11,23.9,19.7,21.8,55.8,1216,4223,663,1229,85,493,20,543,0.291,0.373,0.425,0.797,109.0,,,,,,,,,,,,,,*5H4/D6
19,X-Brad Radke,1st,2,0.3%,13,15,12,45.3,36.2,40.8,61.4,14,29,0,3,0,0,0,0,0.103,0.103,0.103,0.207,-46.0,148.0,139.0,4.22,113.0,1.26,378.0,377.0,0.0,2451.0,2643.0,326.0,445.0,1467.0,*1
20,X-Javy Lopez,1st,1,0.2%,67,35,15,29.7,24.9,27.3,44.2,1503,5319,674,1527,260,864,8,357,0.287,0.337,0.491,0.828,112.0,,,,,,,,,,,,,,*2DH/3
21,X-Eric Young Sr.,1st,1,0.2%,19,25,15,18.8,16.8,17.8,57.0,1730,6119,996,1731,79,543,465,660,0.283,0.359,0.39,0.749,92.0,,,,,,,,,,,,,,*47H/D8695
22,X-Tony Womack,1st,0,0.0%,27,17,13,2.5,7.2,4.9,57.0,1303,4963,739,1353,36,368,363,308,0.273,0.317,0.356,0.673,72.0,,,,,,,,,,,,,,*4*69H87/D
23,X-Terry Mulholland,1st,0,0.0%,14,9,20,11.1,14.4,12.8,32.5,504,619,26,69,2,23,1,13,0.111,0.131,0.145,0.276,-25.0,124.0,142.0,4.41,93.0,1.364,685.0,332.0,5.0,2575.2,2833.0,293.0,681.0,1325.0,*1/H
24,X-Ruben Sierra,1st,0,0.0%,58,28,20,16.8,20.5,18.7,56.7,2186,8044,1084,2152,306,1322,142,610,0.268,0.315,0.45,0.765,105.0,,,,,,,,,,,,,,*9*D7H8
25,X-Phil Nevin,1st,0,0.0%,23,19,12,15.9,19.1,17.5,55.8,1217,4188,584,1131,208,743,18,449,0.27,0.343,0.472,0.814,114.0,,,,,,,,,,,,,,*5*3D27H9
26,X-Brian Jordan,1st,0,0.0%,24,17,15,32.9,30.5,31.7,56.7,1456,5160,755,1454,184,821,119,353,0.282,0.333,0.455,0.788,105.0,,,,,,,,,,,,,,*978H/3D5
27,X-Jeromy Burnitz,1st,0,0.0%,34,23,14,19.9,18.6,19.3,56.7,1694,5710,917,1447,315,981,74,739,0.253,0.345,0.481,0.826,112.0,,,,,,,,,,,,,,*98H7/D
1,Craig Biggio HOF,1st,388,68.2%,169,57,20,65.4,41.8,53.6,57.0,2850,10876,1844,3060,291,1175,414,1160,0.281,0.363,0.433,0.796,112.0,,,,,,,,,,,,,,*4*287H/D9
2,Jack Morris HOF,14th,385,67.7%,123,39,18,43.5,32.5,38.0,61.4,23,1,4,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,254.0,186.0,3.9,105.0,1.296,549.0,527.0,0.0,3824.0,3567.0,389.0,1390.0,2478.0,*1/HD
3,Jeff Bagwell HOF,3rd,339,59.6%,150,59,15,79.9,48.4,64.1,53.4,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149.0,,,,,,,,,,,,,,*3H/D9
4,Mike Piazza HOF,1st,329,57.8%,207,62,16,59.5,43.1,51.3,44.2,1912,6911,1048,2127,427,1335,17,759,0.308,0.377,0.545,0.922,143.0,,,,,,,,,,,,,,*2DH3
5,Tim Raines HOF,6th,297,52.2%,91,47,23,69.4,42.4,55.9,53.4,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123.0,,,,,,,,,,,,,,*7H8D4/9
6,Lee Smith HOF,11th,272,47.8%,127,13,18,28.9,20.8,24.8,32.5,770,64,2,3,1,2,0,3,0.047,0.09,0.094,0.183,-50.0,71.0,92.0,3.03,132.0,1.256,1022.0,6.0,478.0,1289.1,1133.0,89.0,486.0,1251.0,*1
7,Curt Schilling,1st,221,38.8%,171,46,20,79.5,48.6,64.0,61.4,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9.0,216.0,146.0,3.46,127.0,1.137,569.0,436.0,22.0,3261.0,2998.0,347.0,711.0,3116.0,*1/H
8,Roger Clemens,1st,214,37.6%,332,73,24,139.2,65.9,102.6,61.4,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17.0,354.0,184.0,3.12,143.0,1.173,709.0,707.0,0.0,4916.2,4185.0,363.0,1580.0,4672.0,*1
9,Barry Bonds,1st,206,36.2%,340,77,22,162.8,72.7,117.7,53.4,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182.0,,,,,,,,,,,,,,*78HD/9
10,Edgar Martinez HOF,4th,204,35.9%,132,50,18,68.4,43.7,56.0,55.8,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147.0,,,,,,,,,,,,,,*D*5H/3
11,Alan Trammell HOF,12th,191,33.6%,119,40,20,70.6,44.7,57.7,55.4,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110.0,,,,,,,,,,,,,,*6HD5/478
12,Larry Walker HOF,3rd,123,21.6%,148,58,17,72.7,44.7,58.7,56.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141.0,,,,,,,,,,,,,,*9H387/D45
13,Fred McGriff HOF,4th,118,20.7%,100,48,19,52.6,36.0,44.3,53.4,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134.0,,,,,,,,,,,,,,*3DH
14,X-Dale Murphy,15th,106,18.6%,116,34,18,46.5,41.2,43.9,58.1,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121.0,,,,,,,,,,,,,,*8*9372H
15,Mark McGwire,7th,96,16.9%,170,42,16,62.2,41.9,52.0,53.4,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163.0,,,,,,,,,,,,,,*3HD/59
16,Don Mattingly,13th,75,13.2%,134,34,14,42.4,35.7,39.1,53.4,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127.0,,,,,,,,,,,,,,*3D9H7/548
17,Sammy Sosa,1st,71,12.5%,202,52,18,58.6,43.8,51.2,56.7,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128.0,,,,,,,,,,,,,,*98DH/7
18,Rafael Palmeiro,3rd,50,8.8%,178,57,20,71.9,38.9,55.4,53.4,2831,10472,1663,3020,569,1835,97,1353,0.288,0.371,0.515,0.885,132.0,,,,,,,,,,,,,,*3*D7H/98
19,X-Bernie Williams,2nd,19,3.3%,134,48,16,49.6,37.6,43.6,58.1,2076,7869,1366,2336,287,1257,147,1069,0.297,0.381,0.477,0.858,125.0,,,,,,,,,,,,,,*8D9H/7
20,X-Kenny Lofton,1st,18,3.2%,91,43,17,68.4,43.4,55.9,58.1,2103,8120,1528,2428,130,781,622,945,0.299,0.372,0.423,0.794,107.0,,,,,,,,,,,,,,*8H7/D9
21,X-Sandy Alomar,1st,16,2.8%,49,24,20,13.7,13.1,13.4,44.2,1377,4530,520,1236,112,588,25,212,0.273,0.309,0.406,0.716,86.0,,,,,,,,,,,,,,*2H/D3
22,X-Julio Franco,1st,6,1.1%,58,42,23,43.6,30.8,37.2,57.0,2527,8677,1285,2586,173,1194,281,917,0.298,0.365,0.417,0.782,111.0,,,,,,,,,,,,,,*6*4*3*D*H/579
23,X-David Wells,1st,5,0.9%,87,40,21,53.4,31.4,42.4,61.4,86,178,8,23,0,5,0,3,0.129,0.148,0.14,0.289,-22.0,239.0,157.0,4.13,108.0,1.266,660.0,489.0,13.0,3439.0,3635.0,407.0,719.0,2201.0,*1
24,X-Steve Finley,1st,4,0.7%,72,36,19,44.2,32.0,38.1,58.1,2583,9397,1443,2548,304,1167,320,844,0.271,0.332,0.442,0.775,104.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,*89H7/D1
25,X-Shawn Green,1st,2,0.4%,62,33,15,34.7,31.5,33.1,56.7,1951,7082,1129,2003,328,1070,162,744,0.283,0.355,0.494,0.85,120.0,,,,,,,,,,,,,,*93H87D
26,X-Aaron Sele,1st,1,0.2%,21,15,15,20.1,19.2,19.6,61.4,72,58,5,9,0,1,0,3,0.155,0.197,0.19,0.386,1.0,148.0,112.0,4.61,100.0,1.491,404.0,352.0,0.0,2153.0,2413.0,225.0,798.0,1407.0,*1
27,X-Rondell White,1st,0,0.0%,6,17,15,28.2,22.5,25.3,53.4,1474,5357,756,1519,198,768,94,360,0.284,0.336,0.462,0.799,108.0,,,,,,,,,,,,,,*7*8DH
28,X-Woody Williams,1st,0,0.0%,17,14,15,30.2,21.9,26.1,61.4,271,540,52,105,4,43,1,17,0.194,0.222,0.267,0.489,29.0,132.0,116.0,4.19,103.0,1.321,424.0,330.0,0.0,2216.1,2217.0,309.0,711.0,1480.0,*1/H
29,X-Todd Walker,1st,0,0.0%,10,22,12,10.5,9.9,10.2,57.0,1288,4554,647,1316,107,545,66,421,0.289,0.348,0.435,0.783,98.0,,,,,,,,,,,,,,*4H53D/76
30,X-Mike Stanton,1st,0,0.0%,62,7,19,14.3,15.5,14.9,32.5,639,24,3,8,0,3,0,1,0.333,0.36,0.375,0.735,96.0,68.0,63.0,3.92,112.0,1.352,1178.0,1.0,84.0,1114.0,1086.0,93.0,420.0,895.0,*1
31,X-Reggie Sanders,1st,0,0.0%,18,27,17,39.8,26.7,33.3,56.7,1777,6241,1037,1666,305,983,304,674,0.267,0.343,0.487,0.83,115.0,,,,,,,,,,,,,,*9*78H/D
32,X-Jose Mesa,1st,0,0.0%,106,1,19,11.4,12.8,12.1,32.5,480,2,1,0,0,0,0,1,0.0,0.333,0.0,0.333,-3.0,80.0,109.0,4.36,100.0,1.472,1022.0,95.0,321.0,1548.2,1629.0,151.0,651.0,1038.0,*1/H
33,X-Ryan Klesko,1st,0,0.0%,24,26,16,26.7,21.8,24.3,53.4,1736,5611,874,1564,278,987,91,817,0.279,0.37,0.5,0.87,128.0,,,,,,,,,,,,,,*7*3H9/D
34,X-Roberto Hernandez,1st,0,0.0%,86,7,17,18.5,18.4,18.5,32.5,322,2,0,1,0,0,0,0,0.5,0.5,0.5,1.0,166.0,67.0,71.0,3.45,131.0,1.367,1010.0,3.0,326.0,1071.1,1002.0,96.0,462.0,945.0,*1
35,X-Jeff Conine,1st,0,0.0%,22,23,17,19.5,17.8,18.7,53.4,2024,6957,870,1982,214,1071,54,671,0.285,0.347,0.443,0.789,107.0,,,,,,,,,,,,,,*3*7H9D5
36,X-Royce Clayton,1st,0,0.0%,24,23,17,19.5,17.4,18.5,55.4,2108,7379,935,1904,110,723,231,565,0.258,0.312,0.367,0.679,78.0,,,,,,,,,,,,,,*6H/5D
37,X-Jeff Cirillo,1st,0,0.0%,37,23,14,34.5,30.5,32.5,55.8,1617,5396,800,1598,112,727,63,563,0.296,0.366,0.43,0.796,102.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,*5H34D/671
1,Greg Maddux,1st,555,97.2%,254,70,23,106.6,56.3,81.4,61.4,737,1591,103,272,5,84,11,34,0.171,0.191,0.205,0.395,5.0,355.0,227.0,3.16,132.0,1.143,744.0,740.0,0.0,5008.1,4726.0,353.0,999.0,3371.0,*1/H
2,Tom Glavine,1st,525,91.9%,177,52,22,80.7,44.1,62.4,61.4,688,1323,93,246,1,90,1,101,0.186,0.244,0.21,0.454,22.0,305.0,203.0,3.54,118.0,1.314,682.0,682.0,0.0,4413.1,4298.0,356.0,1500.0,2607.0,*1/H
3,Frank Thomas,1st,478,83.7%,194,60,19,73.8,45.4,59.6,53.4,2322,8199,1494,2468,521,1704,32,1667,0.301,0.419,0.555,0.974,156.0,,,,,,,,,,,,,,*D*3H
4,Craig Biggio HOF,2nd,427,74.8%,169,57,20,65.4,41.8,53.6,57.0,2850,10876,1844,3060,291,1175,414,1160,0.281,0.363,0.433,0.796,112.0,,,,,,,,,,,,,,*4*287H/D9
5,Mike Piazza HOF,2nd,355,62.2%,207,62,16,59.5,43.1,51.3,44.2,1912,6911,1048,2127,427,1335,17,759,0.308,0.377,0.545,0.922,143.0,,,,,,,,,,,,,,*2DH3
6,X-Jack Morris HOF,15th,351,61.5%,123,39,18,43.5,32.5,38.0,61.4,23,1,4,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,254.0,186.0,3.9,105.0,1.296,549.0,527.0,0.0,3824.0,3567.0,389.0,1390.0,2478.0,*1/HD
7,Jeff Bagwell HOF,4th,310,54.3%,150,59,15,79.9,48.4,64.1,53.4,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149.0,,,,,,,,,,,,,,*3H/D9
8,Tim Raines HOF,7th,263,46.1%,91,47,23,69.4,42.4,55.9,53.4,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123.0,,,,,,,,,,,,,,*7H8D4/9
9,Roger Clemens,2nd,202,35.4%,332,73,24,139.2,65.9,102.6,61.4,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17.0,354.0,184.0,3.12,143.0,1.173,709.0,707.0,0.0,4916.2,4185.0,363.0,1580.0,4672.0,*1
10,Barry Bonds,2nd,198,34.7%,340,77,22,162.8,72.7,117.7,53.4,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182.0,,,,,,,,,,,,,,*78HD/9
11,Lee Smith HOF,12th,171,29.9%,127,13,18,28.9,20.8,24.8,32.5,770,64,2,3,1,2,0,3,0.047,0.09,0.094,0.183,-50.0,71.0,92.0,3.03,132.0,1.256,1022.0,6.0,478.0,1289.1,1133.0,89.0,486.0,1251.0,*1
12,Curt Schilling,2nd,167,29.2%,171,46,20,79.5,48.6,64.0,61.4,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9.0,216.0,146.0,3.46,127.0,1.137,569.0,436.0,22.0,3261.0,2998.0,347.0,711.0,3116.0,*1/H
13,Edgar Martinez HOF,5th,144,25.2%,132,50,18,68.4,43.7,56.0,55.8,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147.0,,,,,,,,,,,,,,*D*5H/3
14,Alan Trammell HOF,13th,119,20.8%,119,40,20,70.6,44.7,57.7,55.4,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110.0,,,,,,,,,,,,,,*6HD5/478
15,Mike Mussina HOF,1st,116,20.3%,121,54,18,82.8,44.5,63.6,61.4,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1.0,270.0,153.0,3.68,123.0,1.192,537.0,536.0,0.0,3562.2,3460.0,376.0,785.0,2813.0,*1
16,Jeff Kent,1st,87,15.2%,123,51,17,55.5,35.8,45.6,57.0,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123.0,,,,,,,,,,,,,,*453H/D6
17,Fred McGriff HOF,5th,67,11.7%,100,48,19,52.6,36.0,44.3,53.4,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134.0,,,,,,,,,,,,,,*3DH
18,Mark McGwire,8th,63,11.0%,170,42,16,62.2,41.9,52.0,53.4,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163.0,,,,,,,,,,,,,,*3HD/59
19,Larry Walker HOF,4th,58,10.2%,148,58,17,72.7,44.7,58.7,56.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141.0,,,,,,,,,,,,,,*9H387/D45
20,Don Mattingly,14th,47,8.2%,134,34,14,42.4,35.7,39.1,53.4,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127.0,,,,,,,,,,,,,,*3D9H7/548
21,Sammy Sosa,2nd,41,7.2%,202,52,18,58.6,43.8,51.2,56.7,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128.0,,,,,,,,,,,,,,*98DH/7
22,X-Rafael Palmeiro,4th,25,4.4%,178,57,20,71.9,38.9,55.4,53.4,2831,10472,1663,3020,569,1835,97,1353,0.288,0.371,0.515,0.885,132.0,,,,,,,,,,,,,,*3*D7H/98
23,X-Moises Alou,1st,6,1.1%,81,44,17,39.9,27.6,33.8,53.4,1942,7037,1109,2134,332,1287,106,737,0.303,0.369,0.516,0.885,128.0,,,,,,,,,,,,,,*7*98H/D
24,X-Hideo Nomo,1st,6,1.1%,24,14,12,20.9,22.7,21.8,61.4,233,485,22,65,4,26,0,13,0.134,0.156,0.192,0.348,-7.0,123.0,109.0,4.24,97.0,1.354,323.0,318.0,0.0,1976.1,1768.0,251.0,908.0,1918.0,*1/H
25,X-Luis Gonzalez,1st,5,0.9%,103,48,19,51.6,33.9,42.7,53.4,2591,9157,1412,2591,354,1439,128,1155,0.283,0.367,0.479,0.845,119.0,,,,,,,,,,,,,,*7H/D9835
26,X-Eric Gagne,1st,2,0.4%,37,17,10,11.7,11.8,11.8,32.5,337,86,5,12,1,3,0,1,0.14,0.149,0.221,0.37,-4.0,33.0,26.0,3.47,119.0,1.156,402.0,48.0,187.0,643.2,518.0,76.0,226.0,718.0,*1
27,X-J.T. Snow,1st,2,0.4%,16,16,16,11.1,12.8,11.9,53.4,1716,5641,798,1509,189,877,20,760,0.268,0.357,0.427,0.784,105.0,,,,,,,,,,,,,,*3H/D
28,X-Jacque Jones,1st,1,0.2%,9,12,10,11.6,13.2,12.4,53.4,1302,4594,632,1272,165,630,82,314,0.277,0.326,0.448,0.775,98.0,,,,,,,,,,,,,,*9*78HD
29,X-Kenny Rogers,1st,1,0.2%,65,29,20,50.5,35.2,42.8,61.4,35,66,5,9,0,4,1,4,0.136,0.186,0.182,0.368,-4.0,219.0,156.0,4.27,107.0,1.403,762.0,474.0,28.0,3302.2,3457.0,339.0,1175.0,1968.0,*1/H
30,X-Armando Benitez,1st,1,0.2%,61,14,15,17.3,16.3,16.8,32.5,513,8,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-100.0,40.0,47.0,3.13,140.0,1.217,762.0,0.0,289.0,779.0,545.0,95.0,403.0,946.0,*1
31,X-Richie Sexson,1st,0,0.0%,46,21,12,18.0,18.9,18.5,53.4,1367,4928,748,1286,306,943,14,588,0.261,0.344,0.507,0.851,120.0,,,,,,,,,,,,,,*37DH/9
32,X-Ray Durham,1st,0,0.0%,64,33,14,33.8,25.9,29.9,57.0,1975,7408,1249,2054,192,875,273,820,0.277,0.352,0.436,0.788,104.0,,,,,,,,,,,,,,*4HD/8
33,X-Todd Jones,1st,0,0.0%,77,3,16,10.3,11.0,10.7,32.5,471,19,1,4,0,0,0,1,0.211,0.25,0.263,0.513,36.0,58.0,63.0,3.97,111.0,1.413,982.0,1.0,319.0,1072.0,1072.0,93.0,443.0,868.0,*1
34,X-Sean Casey,1st,0,0.0%,39,19,12,16.5,16.4,16.4,53.4,1405,5066,690,1531,130,735,18,477,0.302,0.367,0.447,0.814,109.0,,,,,,,,,,,,,,*3HD
35,X-Mike Timlin,1st,0,0.0%,46,8,18,19.0,13.6,16.3,32.5,194,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,75.0,73.0,3.63,125.0,1.283,1058.0,4.0,141.0,1204.1,1168.0,118.0,377.0,872.0,*1
36,X-Paul Lo Duca,1st,0,0.0%,21,26,11,17.9,18.7,18.3,44.2,1082,3892,483,1112,80,481,20,266,0.286,0.337,0.409,0.746,97.0,,,,,,,,,,,,,,*23H7/D95
1,Randy Johnson,1st,534,97.3%,331,65,22,101.1,61.5,81.3,61.4,273,625,20,78,1,40,0,19,0.125,0.153,0.152,0.305,-22.0,303.0,166.0,3.29,135.0,1.171,618.0,603.0,2.0,4135.1,3346.0,411.0,1497.0,4875.0,*1/7
2,Pedro Martinez,1st,500,91.1%,206,60,18,83.9,58.2,71.1,61.4,277,434,22,43,0,18,0,15,0.099,0.134,0.122,0.256,-32.0,219.0,100.0,2.93,154.0,1.054,476.0,409.0,3.0,2827.1,2221.0,239.0,760.0,3154.0,*1
3,John Smoltz,1st,455,82.9%,162,44,21,69.0,38.7,53.9,61.4,709,948,77,151,5,61,3,79,0.159,0.226,0.207,0.433,16.0,213.0,155.0,3.33,125.0,1.176,723.0,481.0,154.0,3473.0,3074.0,288.0,1010.0,3084.0,*1/H
4,Craig Biggio,3rd,454,82.7%,169,57,20,65.4,41.8,53.6,57.0,2850,10876,1844,3060,291,1175,414,1160,0.281,0.363,0.433,0.796,112.0,,,,,,,,,,,,,,*4*287H/D9
5,Mike Piazza HOF,3rd,384,69.9%,207,62,16,59.5,43.1,51.3,44.2,1912,6911,1048,2127,427,1335,17,759,0.308,0.377,0.545,0.922,143.0,,,,,,,,,,,,,,*2DH3
6,Jeff Bagwell HOF,5th,306,55.7%,150,59,15,79.9,48.4,64.1,53.4,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149.0,,,,,,,,,,,,,,*3H/D9
7,Tim Raines HOF,8th,302,55.0%,91,47,23,69.4,42.4,55.9,53.4,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123.0,,,,,,,,,,,,,,*7H8D4/9
8,Curt Schilling,3rd,215,39.2%,171,46,20,79.5,48.6,64.0,61.4,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9.0,216.0,146.0,3.46,127.0,1.137,569.0,436.0,22.0,3261.0,2998.0,347.0,711.0,3116.0,*1/H
9,Roger Clemens,3rd,206,37.5%,332,73,24,139.2,65.9,102.6,61.4,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17.0,354.0,184.0,3.12,143.0,1.173,709.0,707.0,0.0,4916.2,4185.0,363.0,1580.0,4672.0,*1
10,Barry Bonds,3rd,202,36.8%,340,77,22,162.8,72.7,117.7,53.4,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182.0,,,,,,,,,,,,,,*78HD/9
11,Lee Smith HOF,13th,166,30.2%,127,13,18,28.9,20.8,24.8,32.5,770,64,2,3,1,2,0,3,0.047,0.09,0.094,0.183,-50.0,71.0,92.0,3.03,132.0,1.256,1022.0,6.0,478.0,1289.1,1133.0,89.0,486.0,1251.0,*1
12,Edgar Martinez HOF,6th,148,27.0%,132,50,18,68.4,43.7,56.0,55.8,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147.0,,,,,,,,,,,,,,*D*5H/3
13,Alan Trammell HOF,14th,138,25.1%,119,40,20,70.6,44.7,57.7,55.4,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110.0,,,,,,,,,,,,,,*6HD5/478
14,Mike Mussina HOF,2nd,135,24.6%,121,54,18,82.8,44.5,63.6,61.4,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1.0,270.0,153.0,3.68,123.0,1.192,537.0,536.0,0.0,3562.2,3460.0,376.0,785.0,2813.0,*1
15,Jeff Kent,2nd,77,14.0%,123,51,17,55.5,35.8,45.6,57.0,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123.0,,,,,,,,,,,,,,*453H/D6
16,Fred McGriff HOF,6th,71,12.9%,100,48,19,52.6,36.0,44.3,53.4,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134.0,,,,,,,,,,,,,,*3DH
17,Larry Walker HOF,5th,65,11.8%,148,58,17,72.7,44.7,58.7,56.7,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141.0,,,,,,,,,,,,,,*9H387/D45
18,Gary Sheffield,1st,64,11.7%,158,61,22,60.5,38.0,49.3,56.7,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140.0,,,,,,,,,,,,,,*9*7*5*D6H/3
19,Mark McGwire,9th,55,10.0%,170,42,16,62.2,41.9,52.0,53.4,1874,6187,1167,1626,583,1414,12,1317,0.263,0.394,0.588,0.982,163.0,,,,,,,,,,,,,,*3HD/59
20,X-Don Mattingly,15th,50,9.1%,134,34,14,42.4,35.7,39.1,53.4,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127.0,,,,,,,,,,,,,,*3D9H7/548
21,Sammy Sosa,3rd,36,6.6%,202,52,18,58.6,43.8,51.2,56.7,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128.0,,,,,,,,,,,,,,*98DH/7
22,Nomar Garciaparra,1st,30,5.5%,113,41,14,44.3,43.1,43.7,55.4,1434,5586,927,1747,229,936,95,403,0.313,0.361,0.521,0.882,124.0,,,,,,,,,,,,,,*635H/D4
23,X-Carlos Delgado,1st,21,3.8%,110,44,17,44.4,34.5,39.4,53.4,2035,7283,1241,2038,473,1512,14,1109,0.28,0.383,0.546,0.929,138.0,,,,,,,,,,,,,,*3D7H/2
24,X-Troy Percival,1st,4,0.7%,85,14,14,17.0,14.8,15.9,32.5,68,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,35.0,43.0,3.17,146.0,1.108,703.0,1.0,358.0,708.2,479.0,85.0,306.0,781.0,*1
25,X-Aaron Boone,1st,2,0.4%,4,14,12,13.6,15.3,14.4,55.8,1152,3871,519,1017,126,555,107,303,0.263,0.326,0.425,0.751,94.0,,,,,,,,,,,,,,*53H6/4D
26,X-Tom Gordon,1st,2,0.4%,44,15,21,35.0,23.3,29.1,32.5,239,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,138.0,126.0,3.96,113.0,1.36,890.0,203.0,158.0,2108.0,1889.0,176.0,977.0,1928.0,*1/HD
27,X-Darin Erstad,1st,1,0.2%,35,14,14,32.3,28.8,30.5,58.1,1654,6024,913,1697,124,699,179,475,0.282,0.336,0.407,0.743,93.0,,,,,,,,,,,,,,*3*8*7HD/9
28,X-Jermaine Dye,1st,0,0.0%,49,25,14,20.3,23.2,21.8,56.7,1763,6487,984,1779,325,1072,46,597,0.274,0.338,0.488,0.826,111.0,,,,,,,,,,,,,,*9D/7H836
29,X-Brian Giles,1st,0,0.0%,53,41,15,51.1,37.4,44.2,56.7,1847,6527,1121,1897,287,1078,109,1183,0.291,0.4,0.502,0.902,137.0,,,,,,,,,,,,,,*9*7*8HD
30,X-Jason Schmidt,1st,0,0.0%,41,18,14,29.5,27.2,28.3,61.4,309,597,29,63,7,21,0,22,0.106,0.14,0.156,0.296,-23.0,130.0,96.0,3.96,110.0,1.321,323.0,314.0,0.0,1996.1,1846.0,184.0,792.0,1758.0,*1/H
31,X-Cliff Floyd,1st,0,0.0%,23,22,17,25.9,25.1,25.5,53.4,1621,5319,824,1479,233,865,148,601,0.278,0.358,0.482,0.84,119.0,,,,,,,,,,,,,,*7H9D3/8
32,X-Tony Clark,1st,0,0.0%,24,16,15,12.3,15.9,14.1,53.4,1559,4532,629,1188,251,824,6,527,0.262,0.339,0.485,0.824,112.0,,,,,,,,,,,,,,*3*HD/7
33,X-Rich Aurilia,1st,0,0.0%,31,20,15,18.2,16.8,17.5,55.4,1652,5721,745,1576,186,756,23,450,0.275,0.328,0.433,0.762,99.0,,,,,,,,,,,,,,*635H4/D
34,X-Eddie Guardado,1st,0,0.0%,46,6,17,13.2,10.8,12.0,32.5,77,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,46.0,61.0,4.31,109.0,1.315,908.0,25.0,187.0,944.2,894.0,138.0,348.0,798.0,*1
1,Ken Griffey Jr.,1st,437,99.3%,235,61,22,83.8,54.0,68.9,58.1,2671,9801,1662,2781,630,1836,184,1312,0.284,0.37,0.538,0.907,136.0,,,,,,,,,,,,,,*89DH/73
